,Unnamed: 0,Title,link,description
92,92,Sem acesso ao App,/claro/sem-acesso-ao-app_gjtfvCO-puwvwUVf/,"No dia 27/09/23 fiz um pedido de troca de titularidade do meu CPF para o meu CNPJ da minha Claro Net Fixa. A troca foi feita, porém não consigo mais acesso ao meu cadastro pelo app ou pelo site nem com meu CPF e nem com meu CNPJ. Já entrei em contato 2x por telefone e uma vez por e-mail e ainda não foi resolvido meu problema. Preciso do meu acesso para monitorar meu contrato e as minha faturas. No primeiro contato disseram para esperar 7 dias, no segundo para esperar 72h, e até agora ninguém resolveu. Gostaria de uma solução o mais rápido possível, pois já tentei fazer troca de plano para aumentar velocidade 2x, e nenhum técnico compareceu ou entrou em contato. Gostaria de uma solução URGENTE."
93,93,Cancelei em 31/01/2023 e continuam enviando faturas de cobrança,/claro/cancelei-em-31-01-2023-e-continuam-enviando-faturas-de-cobranca_frezsSXX3b1P4eW9/,"Em 31/01/2023 fiz o cancelamento da minha conta de telefone residencial na operadora claro, número*******. Com a atendente Maria com o protocolo*******6210, a atendente me informou que ainda seria gerada uma fatura proporcional de cobrança, de pro-rata de 12/01/2023 a 11/02/2023 sendo a fatura de fevereiro/2023. Efetuei o pagamento desta fatura em 06-03-2023. Achei que o serviço estava cancelado, e me enviaram uma fatura de março/2023. Liguei para cancelar no dia 27/03/2023 com a atendente Ana Clara com o protocolo*******4545. Continuaram a enviar faturas, abril/2023; maio/2023; junho/2023 e julho/2023. No dia 26/06/2023 liguei para cancelar as 04 (quatro) faturas, com o atendente Miguel com o protocolo*******6627.  E por último no dia 06/07/2023 a atendente Raiane me informou que todas as  faturas estavam canceladas, e que o serviço também havia sido cancelado, no protocolo *******. No dia 28/09/2023 recebi por e-mail a fatura de setembro/2023 e agora estou recebendo cobrança de negociação de dívida por SMS , mesmo tendo cancelado o serviço desde 31/01/2023. Por gentileza cancelem essse serviço por mim, não aguento mais se importunada pela claro. As faturas estão com o meu nome de solteira.  Desde já muito obrigada."
94,94,Valor cobrado inevidamente,/claro/valor-cobrado-inevidamente_YpQ5HXvxCcoc9GLl/,"Sou cliente claro no plano combo multi, tenho no meu celular o passaporte Américas.No entanto fui surpreendida por um valor de R$26,00 (aproximadamente) na conta referente a ligações feitas de Pernambuco para os EUA. Acontece que essas ligações foram realizadas dos EUA  para um telefone dos EUA, oh seja estavam inclusas no plano contratado.Pará confirmar a localidade de onde foram feitas as ligações basta uma rápida vista pela conta onde se verá, ligações seguidas (até com menos de 1 min de diferença) feitas do mesmo número, que constam como originadas de paises diferentes (uma do Brasil e outra dos EUA), situação impossível.. Abri reclamação junto à operadora, no entanto tive que pagar o valor cobrado indevidamente para não ter o número bloqueado.  Até a data de hoje aguardo retorno da operadora."
95,95,Cancelamento,/claro/cancelamento_RFMctNtqUSC3lNVz/,Boa noite! Fui fazer um echip por ter trocado meu celular e disseram que eu estava com faturas abertas porém no dia 25/09/2023 mandaram algumas faturas que estavam em aberto eu fiz o pagamento mas ainda assim cancelaram a linha fui na claro não me ajudou em nada preciso ativar minha linha pra mudar os aplicativos para o novo celular obrigado
96,96,Cobrança indevida no meu cpf,/claro/cobranca-indevida-no-meu-cpf_yxwwJIV35OmvFlNq/,"Não era pra ter cobrança nenhuma e não fui notificado sobre, após uma busca no cpf identifiquei cobrando negociação"
97,97,"Internet lenta, não abre os aplicativos",/claro/internet-lenta-nao-abre-os-aplicativos_DrqfXBgQltwl6ZV-/,"Tem uns três dias que a internet está extremamente lenta e não abre nada de aplicativo, e eles colocam um atendimento de [Editado pelo Reclame Aqui] que também nada resolve"
98,98,Combinado e não foi cumprido,/claro/combinado-e-nao-foi-cumprido_olbZctVQHKzH9f04/,"Tenho uma banda larga da claro já a algum tempoA aproximadamente 4 meses recebi uma proposta da vivo que me ofertou uma banda larga mais pacote de tv grátis por 150,00Liguei para fazer o cancelamento da claro e recebi uma oferta da claro com a mesma condiçãoComo gosto dos serviços da claro resolvi aceitar, no momento da contratação perguntei várias vezes se a condição que me foi proposta era fixa ou por pelo menos 1 anos ou se era um condição por 3 meses, o atendente era sempre enfático em me dizer que por pelo menos 1 anos esse valor não iria alterar.Bom, para minha surpresa já consta no app um valor maior para o próximo mês, entrei um contato com o atendimento da claro, o atendente fez uma condição especial mas não era o que eu tinha contratado e pedi para que ele abrisse uma reclamação pelo protocolo*******6216, liguei para saber a posição e fui informado que o preço não seria alterado, mas ainda consta o valor diferente no app, ou seja, sei que a novela ainda não acabou."
99,99,Problemas Técnicos não Resolvidos,/claro/problemas-tecnicos-nao-resolvidos_hglx1cCK77jTpTqi/,"Boa noite, a maior desgraça é ser cliente da Claro, pois a Central de Atendimento/Serviços Técnicos é um lixo, um caos, não resolvem seu problema, a má vontade é absurda. Pedi uma visita técnica para amanhã, 09 de Outubro, 2 feira, e me vieram falar que só para o dia 10/10, 3 feira tem agenda disponível. Eu trabalho em casa, preciso do serviço pelo qual pago um valor extremamente alto e o retorno é um serviço lixo, além de dearespeito e descaso por parte da Claro. Se eu estivesse com fatura em atraso, já viria a empresa inteira me ligando para cobrar e dizer que meu nome iria para o SERASA, caso não pagasse. Exijo o reparo na minha internet para 09 DE OUTUBRO DE 2023, SEGUNDA FEIRA. Claro NUNCA MAIS!!!"
100,100,Não consigo desbloquear o IMEI do meu aparelho celular,/claro/nao-consigo-desbloquear-o-imei-do-meu-aparelho-celular_rYheQcf6CDc63hQm/,"No dia 01/10 solicitar à central da Claro , via telefone, o bloqueio do meu aparelho celular por perda. Recuperei o aparelho e compareci a loja da Claro Plaza Niterói solicitando o desbloqueio por 2 vezes, nos dias 02/10 e 04/10 , levando a nota fiscal no meu nome é meu documento de identidade conforme solicitado. E não consigo que meu aparelho seja desbloqueado. Já abri protocolo na ouvidoria da Claro e recebi uma ligação dizendo que não está bloqueado, porém o aparelho continua bloqueado no registro da Anatel. Já estou há 8 dias sem conseguir usar meu aparelho celular, isso está me causando grandes transtornos e a operadora não resolve. Uma falta de respeito com o consumido. Além disso, o atendimento presencial na loja Plaza Niterói é péssimo. Os atendentes brincam e gargalham todo o tempo, os atendentes atendem o consumidor e falam assuntos pessoais nos seus celulares aos mesmo tempo, não dando a atenção devida aos clientes, me senti desrespeitada."
101,101,"Claro - Cobrando valor errado, ainda bloqueiam a internet. DESRESPEITO AO CLIENTE",/claro/claro-cobrando-valor-errado-ainda-bloqueiam-a-internet-desrespeito-ao-c_h19U8HydiuAZgZ4q/,"Desde que contratei a claro (3 meses atrás mais ou menos) em um plano pós pago para eu e minha esposa, venho sofrendo horrores. Todo mês estão cobrando o valor errado que não está no contrato, eu ligo para o atendimento, me falam que vão corrigir e que preciso esperar uma nova fatura com o valor correto, só que essa fatura nunca chega e para minha surpresa, desativaram minha internet alegando falta de pagamento. Como pagar uma fatura que eles não enviam e eles mesmos pediram para eu não pagar a fatura com o valor errado? Tento ligar no atendimento, ligação só cai, estou impressionado que uma empresa do tamanho da Claro, tenha um atendimento horrível e desrespeitoso como esse. Decepção é a palavra."
102,102,LINHA SUSPENSA,/claro/linha-suspensa_EIWHTTarog_otJiN/,"A claro esperta atrasei os boletos e eles triplicaram o valor pra quase 500 reais e simplesmente suspenderam minha linha, tenho esse número a anos e eu quero meu número de volta, já tentei de tudo e a desculpa é que não tenho como recuperar, quero meu número de volta, nem crédito no número eu posso colocar e do jeito que não prestam é capaz de terem dado meu número eu quero meu número de volta pra ontem."
103,103,Claro efetuando cobrança de um chip que enviou um chip que não foi solicitado e não ativado.,/claro/claro-efetuando-cobranca-de-um-chip-que-enviou-um-chip-que-nao-foi-solicita_tA9iKxw5xcljt27x/,"Claro efetuando cobrança de um chip que enviou um chip que não foi solicitado e não ativado. (Fiquei sabendo do número da linha nas diversas ligações para o 1052 e 0800.).Finalmente consegui falar com a atendente Caroline, que abriu a reclamação do chamado. Protocolo*******077.(O pagamento em débito automático foi devidamente cancelado. Valor 143,04 com data de vencimento em 09/10/23)."
104,104,Não consigo cancelar minha internet.,/claro/nao-consigo-cancelar-minha-internet_UujnElXQw7Tw3Mcy/,"No dia 13/09 entrei em contato para cancelar a internet da claro,o a tendente disse q estava cancelado e ia cobrar do dia 1ao dia 13 quando a fatura chegou veio cobrando normal,liguei de novo, disseram q ia recorrer a ligação do dia 13 e ve a ligação e ate hoje não entraram em contato, preciso q resolva isso protocolo*******2191."
105,105,COBRANÇA INDEVIDA DE PORTABILIDADE,/claro/cobranca-indevida-de-portabilidade_C6zBPCoU0i6K9aV9/,"Em maio realizei um pedido de portabilidade da operadora Tim para a operadora Claro, mas acabou que no meio do processo desisti, e NÃO CONCLUI a portabilidade.Acontece que agora estão me cobrando R$ 66,00 de uma fatura que nunca utilizei. Ja tentei contato pela central de atendimento e não obtive sucesso.Aguardo retorno para esclarecimentos sobre essa COBRANÇA [Editado pelo Reclame Aqui]."
106,106,Internet pessima,/claro/internet-pessima_f9TunWNm02kGwvgI/,"Pessima internet, não pega Wi-Fi em nada , lenta, não entregam o que vende ,Faz um mês que fica caindo ou demorando para carregar, celular nem se fala , tenho que estar usando a minha rede particular, vou retirar essa semana"
107,107,Péssimo aplicativo e atendimento,/claro/pessimo-aplicativo-e-atendimento_qH-ycu60t3Gi_nu_/,"Tenho um plano na claro, em 1 dia eles me disseram que utilizei 8 GB de internet! Zeraram minha internet, tudo bem. Fui contratar mais, o aplicativo e site não funcionam, dizem que ainda tenho pacote de dados e quando vou usar a internet em aplicativos recebe mensagens de que não tenho internet. Ou seja, não consigo comprar porque a claro diz que tenho internet, não consigo usar a internet porque na verdade não tenho internet. Liguei nos canais de atendimento, fui mudar meu plano para um melhor, os atendentes dizem que o sistema caiu, que só posso mudar o plano daqui a 30 dias. Ninguém resolve meu problema, ninguém me deixa comprar mais internet nem um pacote melhor. Resumindo, péssimo atendimento da claro, nem o cliente querendo pagar por um serviço consegue que ele funcione. A única solução é a troca de operadora, isso é um desrespeito com o cliente!"
108,108,Valor da fatura veio muito mais alto que o normal.,/claro/valor-da-fatura-veio-muito-mais-alto-que-o-normal_M_7N927z3KqUgyww/,"Plano: 44Valor cobrado esse mes: 134,90Não consumi internet extra."
109,109,Claro móvel,/claro/claro-movel_4ob10-POz5MEcMF7/,
110,110,Cobrança Incorreta em Meu Plano de Telefone,/claro/cobranca-incorreta-em-meu-plano-de-telefone_CPXBM2Iid_INzQGV/,"Os valores cobrados no meu plano de telefone, não correspondem ao que foi previamente acordado. No momento da contratação, fui informado pela atendente que o plano teria um custo mensal 18 reais por mês, fazendo adesão ao plano fidelidade e fatura digital com débito em conta. Contudo, ao receber minha fatura dois meses depois, os valores estão o dobro do acordado. Entrei em contato com a operadora Claro, e fui informado que não havia o que fazer, visto que, o valor já foi debitado da minha conta. Tal situação é extremamente desapontadora, desleal e, inaceitável.Solicito, portanto, uma revisão urgente da minha fatura e a devida correção dos valores, com clareza nas informações prestadas pela empresa, e espero que esta situação seja solucionada imediatamente.Protocolos de atendimento:*******3*******3*******3*******7*******2"
111,111,Serviços que nunca contratei,/claro/servicos-que-nunca-contratei_RCHtsiJxBXnLNLPJ/,"Novamente venho por meio dessa reclamação escrever minha insatisfação sobre uma devida cobrança que me foi cobrada e encaminhada para o Serasa referente a um serviço da Claro S.A. do ano de 2020. Gostaria de esclarecer que nunca assinei ou solicitei tal serviço.Fiquei  super preocupada e surpresa ao ver uma dívida para um serviço que nunca contratei. Isso levanta sérias questões sobre a segurança dos dados do cliente sobre essas informações que dividas que nunca houveram e mesmo assim estão sendo cobrado.gostaria muito que vocês verificassem isso , pois é uma falta de respeito com seus clientes, receber cobrança [Editado pelo Reclame Aqui] de algo que não temos nenhum vínculo ou nenhuma assinatura feita , sendo que essa cobrança apareceu agora em 2023 de uma cobrança referente ao ano 2020 de um valor de 200 e pouco reais . uma dívida que eu não pagarei e peço que vocês verifiquem isso e removam. ou eu entrarei  definitivamente com um processo contra a empresa de vocês por me cobrarem e mandar pro Serasa algo que tenho e nunca tive .atenciosamente - Greyce"
112,112,Internet cai frequentemente,/claro/internet-cai-frequentemente_alJ_-v_WNoGUqqmx/,"Terrivel! Vou trocar minha internet pq todo dia estou sem internet em casa. Resolveram tirar a internet em um DOMINGO à noite. O momento que tenho p ficar em casa, estou passando raiva com essa [Editado pelo Reclame Aqui]. Não recomendo e vou reclamar em todas as redes sociais possíveis"
113,113,2 semanas sem internet - Desrespeito da Claro,/claro/2-semanas-sem-internet-desrespeito-da-claro_Miy-R-wAL3m-ZZAT/,"A distribuidora de energia substituiu poste na rua onde moro e cortou o cabo da internet. No mesmo dia, comuniquei a Claro, que já tinha sido informada pela distribuidora previamente antes da substituição do poste, isso aconteceu no dia 29/09. Desde então, venho sendo desrespeitado pela claro, que fornece um app enganoso, que só fica mudando a data de previsão de regularização e nada é feito de fato, isso aconteceu 7 vezes. Até reclamação na Anatel já registrei, no próximo dia 10 o prazo expira, mas com esse atendimento horrível da Claro, não tenho esperança que será regularizado o meu problema. Registro aqui minha indignação e deixo a reflexão, as vezes é melhor contratar aquele provedor do bairro, que você conhece o proprietário e ser bem atendido, do que contratar serviços de uma gigante que só te vê como mais um cliente entre outros milhões."
114,114,Cobrança com valor maior,/claro/cobranca-com-valor-maior_P5jZBR31TvVdrVJQ/,"Todo mês é a mesma história foi acordado com a Claro o valor de 184,00 no meu claro combo e todo mês vem valor errado , depois de várias reclamações de uns 4 meses pra cá veio certo , agora novamente o valor errado e este mês é o último mês do acordo 12/12 então este mês ainda vem o valor de 184 reias , entrei em contato no app e o mesmo está que foi resolvido, porém não obtive nem retorno deles.  O serviço deles é péssimo.  Quero saber o pq desde valor cobrado a mais . E já aproveitar e solicitar o cancelamento do serviço que só me dá dor de cabeça"
115,115,Cobrança indevida de taxa de cancelamento,/claro/cobranca-indevida-de-taxa-de-cancelamento_SJ6FCAa0jh7LnTYP/,"Fiz uma portabilidade da Operadora Claro para Operadora Vivo e por este motivo  estou sofrendo uma cobrança por Cancelamento.   Realizei esta portabilidade por conta de ter contratado o Plano Pós de 100 Gb com três chips pelo valor de R$ 150,00 (cento e cinquenta reais) e sem a cobrança de linha dependente, sendo assim o valor acima descrito seria cobrado mensalmente.     Contudo foi cobrado pelo referido Plano o valor mensal de R$ 209,90 (duzentos e nove reais e noventa centavos), mais a taxa de R$ 50,00 (cinquenta reais) por linha dependente totalizando um valor de R$ 309,90 (trezentos e nove reais e noventa centavos).     Conforme o exposto acima não concordo com a Multa de Cancelamento por não ter cumprido o valor acordado com a vendedora, mesmo tendo o plano cancelado em menos de doze meses."
116,116,E-sim não funciona troca de aparelho,/claro/e-sim-nao-funciona-troca-de-aparelho_Q9pyJd_rAEaQj4vZ/,"Troquei de aparelho celular iPhone XR para iPhone SE na sexta feira 06/10/23, ao ler o qrcode do cartão e-sim no novo aparelho ele não fazia o reconhecimento solicitava entrar em contato com a operadora, entrei em contato por telefone  me informaram que não era possível resolver o problema, que só era possível indo até uma loja física. Fui até uma loja física no sábado 07/10/23 no Taguatinga shopping, Brasília DF, o atendente me informou que a leitura do qrcode só funciona uma única vez, e que eu não poderia utilizar o e-sim no plano pré pago sendo que eu já utilizava o e-sim no plano pré pago. O atendente disse que eu só poderia voltar a usar o e-sim se eu adquirisse um plano pós pago.  Sendo que no site da claro é ofertado o e-sim no plano pré pago no valor de $10 para adquirir. Para não ficar sem meu número de telefone. O atendente me fez adquirir um chip físico e me cobrou o valor de $30."
117,117,Suporte técnico. Demora demais para atender,/claro/suporte-tecnico-demora-demais-para-atender_58CgmOh_6r02CaOn/,"Sua Reclamação08/10/2023 às 18:08Tenho uma assinatura de internet na claro com pacote combo, isso inclui internet televisão etc.No dia 05 de outubro de 2023, fiquei sem internet e tv, liguei para empresa e me informaram que meu contrato tinha sido recendido sem nem mim comunicar,. Liguei novamente aí me informaram que eu estavam realmente com problema na rede, vejo uma discrepância em informações.Bem , me agendaram um técnico para comparecer na residência para ver o problema, só que esse técnico só poderia ir com 3 dia, isso quer dizer que ficaria sem tv, e sem internet nesse período. Fiquei aguardando a vista do técnico. Para minha supresa não houve comparecimento do mesmo até fim do dia. Resolver ligar para empresa, fui surpreendido quando me informaram que agendamento tinha sondo cancelado,. Procurei saber informações do cancelamento sem mim avisar visto que pedir meu dia esperando a visita do técnico.Falaram que a única solução seria fazer um reagedamento do novo técnico , procurei para saber a data , só para 10 dias depois, um absurdo. Tornei fazer outra ligação, me passou para uma atendente técnico, do qual agora aguardo essa visita, do qual espero não ser cancelada inesperadamente."
118,118,Sem sinal total de serviço recorrente,/claro/sem-sinal-total-de-servico-recorrente_2nPvESsac-Nfcax_/,"Toda semana ficamos sem sinal de internet em pelo menos 3 vezes na semana, sempre o mesmo problema relatado no site sem sinal total de serviço. Antes era bem difícil de acontecer, porém agora quase que todos os dias o sinal da internet some e a previsão de concerto e de cerca de 6 horas, e com isso não temos o desconto na fatura pela ausência de sinal, e pelo que vejo a empresa pouco se importa para buscar solução permanente, já que o problema está se tornando cada vez mais constante."
119,119,Linha suspensa,/claro/linha-suspensa_Q8oENrmTT8W6s5G0/,"Estava com uma fatura atrasada do dia 19/09 a qual inclusive realizei o pagamento dia 06/10, hj para minha surpresa recebi aviso no celular q os serviços foram suspensos, absurdo além de já estar paga a fatura, nem 30 dias de atraso e já suspendem os serviços,  absurdo, depois disso vou me obrigar a realizar portabilidade para outra empresa"
120,120,Sem Internet ha 54h,/claro/sem-internet-ha-54h_e0YHzJHxza4XnKnh/,Estou sem Internet  desde 6.9 sexta as 15hRecebi visita técnica q informou ser um problema externo q em 12h sera resolvido e nada.Ligo e ninguém me da parecer
121,121,Sinal 3g/4g oscilando,/claro/sinal-3g-4g-oscilando_NL_r_UVMxZP5jjb6/,"Boa noite,Nesse mês de outubro está praticamente impossível de usar os dados móveis da Claro, já fiz todos os procedimentos que o pessoal da call center pede pra fazer porém o sinal do 4g e 4.5g está praticamente impossível de se usar, não consigo fazer ligações e a velocidade da internet caiu muito."
122,122,Claro Net não resolve o problema dos clientes,/claro/claro-net-nao-resolve-o-problema-dos-clientes_WNi3Kp_gFRu0O5Pb/,"Ontem à noite, caiu um raio no condomínio onde moro. Estamos sem TV a cabo e sem Internet. A Claro não enviou um serviço de suporte técnico até agora. Está enrolando, fica dizendo que já está a caminho, e nada acontece. Agora, a previsão passou para segunda-feira até ao meio-dia. Sinceramente, penso que eles estão de deboche com a cara dos clientes. Na hora de cobrar, eles sabem, mas quando tem que prestar um serviço de qualidade, é essa [Editado pelo Reclame Aqui]. Os moradores estão revoltados! É um condomínio na Barra da Tijuca muito conhecido."
123,123,Multa rescisória com valor abusivo,/claro/multa-rescisoria-com-valor-abusivo_PXFyKx4a51dJ1pGc/,"Fiz uma plano da claro, sendo que tive que cancelar porque eu mudei de residência e no novo local não funciona bem o sinal da Claro. Solicitei o cancelamento e fui informado que eu teria que pagar uma multa rescisória no valor de R$ 287 reias, até aí tudo bem, sendo que entrei no APP minha claro e estão me cobrando uma multa de R$ 1.121,77. Informo que estarei acionando a ANATEL e estarei entrando com uma ação judicial por danos morais se caso meu problema não for resolvido. Isso é uma absurdo, já liguei diversas vezes e ninguém revolve meu problema. Valor abusivo pra uma multa rescisória. Aguardo retorno e a solução do meu problema.Contrato: 162645079Valor: 1.121,77Claro movelData da dívida: 10/07/2023"
124,124,Atendimento péssimo,/claro/atendimento-pessimo_aAg2QNR2-dqM0TWM/,Estou sem internet! Marquei a vista cancelaram a data prevista do TEC. E  me deram o prazo de quase um mês a ser atendido.Fica aqui registrado minha indignação.
125,125,Aumento de Valor,/claro/aumento-de-valor_S7DOn_Y_-qKAbrEp/,"Prezados,Minha fatura de Pessoa Jurídica (CNPJ: 37.777.544/0001-74) aumentou de valor sem aviso prévio. Gostaria de solicitar o estorno da diferença das faturas pagas em setembro e outubro, no valor total de R$ 13,66.Obrigada."
126,126,SERV CONTRATRATADO CLARO RESIDENCIA,/claro/serv-contratratado-claro-residencia_cjsLxE8z5XQKBitX/,"Estou com um problema sério com a operadora Claro CONTRATO 003'407119737 . Em outubro de 2022 fiz a portabilidade da linha telefônica da operadora Vivo para a Claro de um número telefônico que já tenho á mais de 40 anos. Fiz um pacote de internet + telefone. Desde de então venho fazendo os pgtos de minha fatura pontualmente. Do mês de março pra cá percebo que esse número não recebe ligações, fiz troca de aparelhos para testar e nada. Resolvi então chamar o técnico para avaliar, no dia 15'09'23 linha não recebe ligação somente faz chamadas. Foi cancelada duas visitas e a explicação que foi dada que esse numero não pertence a claro e sim a vivo. Voltei a ligação a Claro para solicitar novamente o técnico que tive outra visita técnica no dia 30'09'23 que fez vários testes e verificou que a linha faz ligações e não recebe, achou muito estranho então abriu uma oc******* com a atendente Jessica dando um prazo de 24 hs para resolução. No entanto nenhuma solução até o momento, segundo o técnico disse que fez uma ligação para a Embratel e foi informado que foi feito mês passado uma portabilidade para a Vivo, isso jamais aconteceu, até pq a responsável da linha sou eu. O mesmo técnico sugeriu que fosse pedido a portabilidade da Vivo para a Claro e que não fosse dito que estava com problema na linha. O técnico pediu para não entrar mais em contato com a Claro, porque eles estão resolvendo e darão uma solução ao problema, que ele iria estar nos atualizando do ocorrido, só que isso não mais aconteceu. Tudo isso muito estranho. Eu quero saber o que foi que aconteceu com minha linha*******, até pq através do protocolo*******2105 da Vivo atendente Ellen, esse numero não foi encontrado na operadora  e não pertence a Vivo. Protocolo Claro*******7 e*******5305 de 06'10'23 atendente Angela diz que no dia 03'06'23 foi retirada a linha telefônica, sem nenhuma explicação pq a atendente não tem visão do motivo. Nesta mesma ligação solicitei a resolução da oc******* disse que ainda não tem posição, solicitei então, toda a gravação deste dia, na qual disse que em um prazo de 10 dias receberei por email. O fato é que desde outubro de 2022 venho fazendo pagamentos das faturas onde vem sendo cobrado a franquia do numero 11 3955.. conforme faturas, sem ter os devidos serviços, sumiram, ninguém sabe dizer onde foi parar minha linha telefônica, a operadora está sendo beneficiada todo mês com meus pagamentos sendo que agora diz que esta linha não pertence a ela. Gostaria que me desse uma assistência para resolução deste problema, pois estou me sentindo [Editado pelo Reclame Aqui] visto que este número me acompanha a mais de 40 anos é um numero divulgado para empresas, instituições financeiras, setores de saúde e simplesmente não tenho nenhuma explicação.Hoje dia 08'10'23 atravez do prot*******476 atendente Alda fui informada que os protocolos acima são inválidos e q nao houve nenhum contato com a operadora dia 06'10 e quando perguntei da oc******* me deixou na linha 50 minutos no aguardo, eu chamando a atendente e nao retornou na linha, conforme plints anexo. Por aqui peço os protocolos do dia 06'10 e a gravação de quase 50 minutos com a atendente Angela e coloco essa total falta de respeito com o consumidor.  Caso não tenha minhas solicitações atendidas serei obrigada a fazer minhas solicitações atendidas judicialmente."
127,127,Cancelamento indevido,/claro/cancelamento-indevido_H6OCCn9Phc6DFKU9/,"A Claro cancelou meu plano controle indevidamente, e a atendente informou que eu liguei pedindo o cancelamento quando eu não pedi nada, eles erram e ainda falam que a gente pede tal serviço quando na verdade eles que fazem por esporte neh, só pode ser, quero minha linha restituída para o plano controle e quero ser restituída também pelo problema e pela dor de cabeça que me foi gerada, tendo em vista que eu trabalho e tenho uma filha pequena e eu não posso ficar sem internet na rua, o número do protocolo da atendente mal educada foi:*******416.Aguardo contato e a restituição!E meu advogado já está ciente do ocorrido e entrará com uma ação, tendo em vista que as contas estão em dia!"
128,128,"Desconto de R$4,38 do saldo sem autorização",/claro/desconto-de-r-4-38-do-saldo-sem-autorizacao_foAoc-tepiYHzWPi/,"No dia 07/10/2023 fiz uma recarga de R$20,00 para renovação do meu prezão R$19,99 para 30 dias c/7G. Além de não renovarem descontaram R$4,38 deixando um saldo de R$15,69. Gostaria da devolução dos R$4,38 é devida renovação do meu prezão R$19,99 para 30 dias com 7G. No aguardo"
129,129,Chip desativado,/claro/chip-desativado_95vuiM3Qi0pgLxox/,"Fiz um acordo com a CLARO, referente a um plano que tenho. E meu chip simplesmente desativado mesmo eu tendo feito o pagamento.  Ligo lá do celular da minha filha (até pq o meu não tem sinal, estou incomunicável), e os atendentes, só pra encher linguiça toda vez dizem só vai ser ativo daqui 5 dias úteis quando não dizem isso, eles dizem desligue seu celular em tal horário e depois liga ele que o sinal vai voltar. Maior falta de respeito, tem mais de semanas que estou com o chip desativado, mas mandar a fatura eles mandam. Simplesmente vou tentar resolver isso no procon."
130,130,Contratação sem consentimento,/claro/contratacao-sem-consentimento_dmQeScc3wGV3yLbG/,"Fiz uma contestação de de um valor de um pacote de internet que nao contratei e nao usei, falarão que seria reembolsado no mes seguinte e nada liguei pra toma satisfação do que tava acontecendo foi me passado que nao avia sido contestado nada e quando eu falei que ia comeca a grava a ligação o atendente simplesmente desligou na minha cara. Muita falta de vergonha da operadora segundo problema em menos de 2 mese do meu chip se clonado por simswap"
131,131,Internet não funciona,/claro/internet-nao-funciona_Cau9pOIzy2TM8qtB/,"Olá minha internet não está funcionando,diz que eu usei todo pacote de dados,sendo que eu usei a internet normal como a vários meses, não fiz nada de diferente,ligo pra lá,e eles não sabem me dizer,mandam eu olhar nas configurações,e não tem nada de anormal, então se nem eles sabem me dizer, imagina eu,se estão dizendo que eu usei todo o pacote,eu quero que eles me digam o que eu fiz,tenho esse pacote a mais de um ano,já estive até em outro estado e nunca aconteceu de acabar antes,uma pouca vergonha"
132,132,Qualidade de Internet//Modem,/claro/qualidade-de-internet-modem_ZzxzrtFq7IkOX21G/,"Estou desde o dia 04/10 com serviços de internet ruim ou até mesmo sem o serviço.Quando não estou sem o sinal, ela funciona 15 minutos e fica 30 minutos sem o sinal.Estou de home-office e isso vem atrapalhando minhas entregas profissionais, afetando na minha performance no trabalho, correndo o risco de perder o emprego.Depois de diversas tentativas e até um visita técnica, onde não obtive resolução do problema, aguardo até hoje a regularização do serviço.Por favor, providenciem o quanto antes a regularização do serviço."
133,133,Trocaram meu plano sem aviso. em cima da hora,/claro/trocaram-meu-plano-sem-aviso-em-cima-da-hora_9JQb_VTpFjF1-06c/,
134,134,Pagamento do mês errado,/claro/pagamento-do-mes-errado_1JztcD4sAq53dJgG/,"Na data 08/10/2023 Logo após pagar o boleto da mensalidade de meus serviços da NET  Claro residencial, me dei conta de que havia pago, por engano, o boleto do mês seguinte (10/2023) ao invés do mês corrente (09/2023). Logo em seguida, entrei em contato com o atendimento ao assinante e fui informado de que não havia nada que a Claro pudesse fazer, que eu deveria pagar também o boleto do mês 09/2023 porque, caso contrário, mesmo tendo pago já o mês de outubro, o mês de setembro permaneceria em aberto e, após 20 dias úteis de atraso os meus serviços poderiam ser interrompidos. Perguntei à operadora se havia alguma instância na qual eu pudesse solicitar uma solução para o problema, como a transferência do valor para o mês de outubro ou o seu estorno para se refazer o pagamento corretamente, fui informada de que não havia. Me senti prejudicada, pois fiz o pagamento, e a empresa recebeu um valor indevido e fica com safadeza. Por 4 vezes liguei e em uma delas disseram p entrar wm contato com o banco que eu paguei, e assim eu fiz. E o meu banco informou que a empresa que recebeu poderia estornar o valor e se nao fizesse seria por pura ma vontade. Nas outras vezes as atendentes desligaram o telefone na minha cara. A empresa não me deu nenhuma alternativa para resolver o problema. Já estão com o dinheiro e, mesmo assim, podem interromper meu serviço. O sistema de pagamento, por exemplo, que é todo informatizado, poderia estar parametrizado para não aceitar o pagamento de um mês seguinte com faturas mais recentes ou em atraso em aberto. Senti um total pouco caso da empresa para com seu cliente.Quero cancelar a assinatura e também não querem pois tem parcela em aberto.Posso esta errada mas gostaria de me informassem uma lei ou algo que legalize a não devolução de um valor recebido indevidamente."
135,135,Crédito não aprovado,/claro/credito-nao-aprovado_tdQU04qyrMzx1Zac/,"Estou tentado realizar a ativação de uma plano controle no meu CPF, possui score e nível excelente, não possuo e nunca tive pendências em meu nome, possuo renda mensal ativa, no entanto, por algum motivo ridículo a Claro não está liberando o plano para o meu CPF. Gostaria s entende o motivo, pois os atendentes da loja não sabem informar.Preferem aceitar clientes inadimplentes do que um que paga?"
