title,link,problem,description
Mais um pedido falso,/claro/mais-um-pedido-falso_JOhwhmt4_RuPJQ8H/,Cobrança indevida,"Hoje mais uma vez recebi da claro a informação que foi feito um pedido em meu nome para chip claro, contudo não fui eu quem fiz e o pedido está para São Paulo, eu moro no DF!Tentei contato pelos números claro mas tudo pedem dados da compra, como vou saber se eu não comprei nada?!?!Peço que seja cancelado o tal pedido e cancelado meu cadastro, que é bem antigo, na claro que está sendo alterado por qualquer um no sistema claro.Pedido:*******5"
tenho problemas com a claro,/claro/tenho-problemas-com-a-claro_DUmitY3Xw6CFUsrj/,Cobrança indevida,bom dia meu nome é ******* e sou cliente da claro desde de janeiro de 2021 a claro está cobrando 2 linhas telefônicas e descobri no mês de agosto de 2023 já fiz a reclamação e continuo pagandoE estou sem renda e essas contas estão altasQuero pedir solução nesse casoEstorno e danos morais tenho filho autista e estou tirando da alimentação dele para pagar Desde já eu agradeço
Cobrança indevida,/claro/cobranca-indevida_5e5ojMhjSM9mDb9S/,Cobrança indevida,"Troquei de plano da claro recentemente. Cancelei meus serviços residenciais e troquei meu plano de celular para o mais simples deles. O sinal piorou, então realmente o plano foi trocado. Mas estou sendo cobrada por uma fatura de um plano superior. Já abri uma reclamação em 22 de setembro e não obtive retorno, é pra piorar, reduziram a velocidade da minha internet."
combrança indevida,/claro/combranca-indevida_jSJmo2g1aBmpomuu/,Cobrança indevida,"Tenho plano  Américas de internet Claro, no dia 8 de junho entrei na bolivia situada na américa e começou uma cobrança de 70 reais por dia de uso de internet, após me dar conta da cobrança no 21 de junho voltei para o brasil em uma loja física da Claro situada em Corumbá para tentar fazer o bloqueio do pacote, pacote esse Internet Mundo pois a bolivia não entra no pacote Américas,  não tive sucesso, a atendente me disse que teria que entrar em contato com a Claro através do número 1052. Voltando no mesmo dia para a Bolívia após inúmeros tentativas de ligações não obtive sucesso em nenhuma, pois não conseguia fazer ligações dentro da bolivia, em 26 de junho entrei em contato com a claro através do wpp com wifi tentando cancelar mais uma vez o pacote ""internet mundo"" pois não estava conseguindo com a internet da claro sequer abrir o site/aplicativo/wpp fora as ligações sem sucesso. Com mensagens robóticas da qual não resolviam meu problema, tentei falar com atendentes, após inúmeras tentativas de contato com a claro no dia 5 de agosto com muito custo consegui desativar a Internet Mundo. do dia 21 de junho ao 5 de agosto o celular continuou ligado, mas os sites e aplicativos não conseguiam abrir, ou seja a diaria de internet estava sendo cobrada. Acho um absurdo ter que pagar mais uma fatura de valor exorbitante sendo que do dia 21 de junho ao 5 de agosto tentei contato com a Claro para o desbloqueio do pacote internet mundo e nunca tive sucesso."
Recarga errada,/claro/recarga-errada_iRP7ijdNvkQYeHqP/,Cobrança indevida,"Tenho um plano, e eu fiz uma recarga errada, ao invés do pagamento da fatura. Eu quero saber o que pode ser feito pra resolver a situação, se pode reverter a recarga ou se posso pagar a fatura com o saldo de recarga, pq se não vou ficar no prejuízo. O aplicativo não orienta em nada, não tira dúvidas, então estou recorrendo ao reclame aqui"
Cobrança indevida,/claro/cobranca-indevida_5l7aVlL3do9dKKkp/,Cobrança indevida,"Fiz uma recarga para o meu celular no dia 27/08, que é pre pago, de 30 reais, quando fui olhar meus créditos estava zerados, fiz um nova recarga no dia 05/10 e hoje dia 07/10 já havia zerado novamente, liguei pra ver o que tinha acontecido, e a desculpa pra a cobrança foi que eu ativei uma promoção, sendo que eu sou a única pessoa que utiliza o celular, e não pedi pra ativar nada. O pior que não sou o único que está com esse problema. No ano passado em julho tive o mesmo problema de ativarem um promoção sem o meu consentimento com a argumento que eu pedi por SMS sendo nem se quer respondo essas mensagens, Quero meu valor total de volta, isso é cobrança [Editado pelo Reclame Aqui]."
Cobrança,/claro/cobranca_j5EAIPdk1NTY4GjN/,Cobrança indevida,"Mais uma vez estou tendo problemas com a operadora Claro , no qual a saga começou em Agosto , pois foi quando meu plano foi descontinuado . Recebi a fatura e o valor estava quase o triplo do que eu pagava , entrei em contato com a operadora Claro para obter meu desconto de fidelidade e por ser cliente antigo e obtive o desconto , até então tudo bem , o valor viável , sendo que no mês de Setembro quando veio a fatura , novamente o valor estava errado , sendo quase o dobro do valor oferecido pela operadora Claro , mais uma vez tive que ligar para a operadora para saber o porque o desconto não havia sido aplicado , a atendente informou que havia ocorrido um erro de procedimento da atendente onde o valor que ela havia informado estava incorreto. Abri uma reclamação junto a Anatel e por por aqui , onde a operadora Claro entrou em contato comigo para fazer uma proposta , até aceitável , sendo que o oferecido também não foi cumprido , pois seria para eu pagar o valor oferecido no mês vigente de Outubro e mais uma vez o valor está incorreto , eles querem que eu pague o valor mais alto no mês presente para poderem atualizar o meu plano , isso é um descaso com o cliente ."
Cobrança indevida,/claro/cobranca-indevida_0cKAIpN111F_gZ6m/,Cobrança indevida,"Cancelei meu plano controle da Claro no dia 15/09/2023. Em todas as tentativas e conversa com os atendentes TODOS me garantiram (e eu tenho todos os protocolos das conversas para provar) que meu plano seria cancelado, que seria cobrada uma multa de R$18 e que seria cobrado o valor proporcional! Hoje recebi a fatura com a cobrança da multa (até aí ok!) mas com o valor CHEIO de R$54,90, sendo que eu pagava R$44,90 e mesmo sem o débito automático, o valor deveria ser de R$49,90. Além de cobrar o mês todo, eles ainda aumentaram o valor. O problema é que estou fora do Brasil e NÃO existe comunicação nenhuma com a Claro, pois como eu cancelei o plano, eles não reconhecem mais meu número em nenhum canal de atendimento e também não consigo comunicar por estar com outro chip."
Valor de Fatura Incorreta com a Portabilidade solicitada,/claro/valor-de-fatura-incorreta-com-a-portabilidade-solicitada_WferYmLN6V1wn6aT/,Cobrança indevida,"No dia 21/09 solicitei a Portabilidade do meu plano Pós-Pago (valor mensal R$98,64) para o Plano Controle 8GB no valor de R$ 54,90/Mês, conforme protocolo de atendimento*******743 e*******062, os mesmos foram atendidos e o plano foi migrado no periodo supracitado, porém o valor da próxima fatura ao invés de ser ajustado para R$ 54,90, o valor informado no app e site aumentou para  R$198,27.Aguardo retorno e ajuste do valor da fatura!"
Pagamento em Duplicidade,/claro/pagamento-em-duplicidade_9pY90WSITGXGTExQ/,Cobrança indevida,Realizei o pagamento de forma antecipada via pix e na data do vencimento da fatura a claro realizou o débito na minha conta corrente.
Problema com fatura sem uso do produto,/claro/problema-com-fatura-sem-uso-do-produto_nMtRkLR7M90iGkNm/,Cobrança indevida,"Prezados Senhores,Espero que esta mensagem os encontre bem. Meu nome é Thaís Velozo, e estou escrevendo para expressar minha profunda insatisfação e preocupação em relação à minha experiência com os serviços de portabilidade e atendimento da Claro.Aproximadamente há um mês e alguns dias, iniciei o processo de portabilidade do meu número da TIM para a Claro por meio do site da empresa. Após dois dias, recebi o chip Claro em minha residência e entrei em contato telefônico com a Claro para realizar a ativação do meu número portado. No entanto, para minha surpresa, a atendente informou que não havia nenhuma solicitação de portabilidade registrada em meu nome. Ela então se comprometeu a solicitar o procedimento e me pediu que aguardasse um prazo de 10 dias para a conclusão.Passado esse período, não recebi nenhum contato da Claro e decidi ligar novamente para verificar o status da portabilidade. Fui informada de que minha autorização para a portabilidade ainda não constava nos registros da empresa. Diante dessa situação, a atendente marcou uma nova data para o procedimento, e, considerando os problemas enfrentados, decidi aguardar até outubro para realizar a portabilidade, uma vez que já havia efetuado o pagamento do meu plano com a TIM.Hoje, dia 06/10, data agendada para a portabilidade, não recebi qualquer contato da Claro e fiquei o dia todo sem sinal em meu celular. Diante disso, entrei novamente em contato com a Claro, registrando a ligação com o protocolo*******786. Informei à atendente, Daiane, que desejava realizar a ativação da linha e expus minha preocupação sobre a fatura referente ao mês de setembro.Recebendo a informação, que segundo os registros da Claro, a linha estava ativada desde 30/08, o que não procede, uma vez que eu continuava a utilizar normalmente os serviços da TIM, visto que ainda não havia recebido confirmação da ativação da Claro.Diante desse cenário, gostaria de destacar minha insatisfação com a falta de informação e comunicação por parte da Claro. Não faz sentido que eu seja cobrada por um serviço que não utilizei, especialmente porque fui informada de que a linha ainda não estava ativa. Portanto, não pretendo efetuar o pagamento da fatura de setembro, uma vez que não usei os serviços da Claro nesse período.Espero que esta situação seja tratada com a devida seriedade e resolvida de forma satisfatória o mais rápido possível. Estou à disposição para colaborar no processo de solução desse problema e aguardo um retorno da Claro com as devidas providências a serem tomadas.Sendo efetivado hoje dia 06/10/2023 a ativação e ao entrar no aplicativo constava o plano sem uso, do mesmo jeito que foi solicitado, o que comprova que de fato não estava ciente da ativação da linha.Agradeço antecipadamente pela atenção e espero que possamos resolver essa questão de forma justa e eficaz.Atenciosamente,Thaís Velozo"
Divida negativada de serviço não contratado,/claro/divida-negativada-de-servico-nao-contratado_Lwg7gf4txJ1HqqFo/,Cobrança indevida,"Foi realizada uma negativação no meu CPF de um serviço que não contratei em fevereiro de 2020 com um valor ridículo de mais de 7 mil reais, ano esse que nem era cliente da empresa, voltei a ser cliente em 2022 somente depois de mais de 6 anos, preciso que essa cobrança seja removida do meu CPF ou irei processar a empresa por danos morais."
"Descaso no atendimento da Claro , erro de cobrança,  Gerente que se negou a falar com cliente , Péssimo atendimento",/claro/descaso-no-atendimento-da-claro-erro-de-cobranca-gerente-que-se-negou-a_vdclMQzCLiC4Sa7D/,Cobrança indevida,"Primeiro quero deixar aqui meu mais profundo sentimento de total insatisfação com a Claro.Não atendem nenhum dos 5 canais de comunicação,  0800 não completa chamada, demais números nunca direcionam a ligação e pasmem nem essa [Editado pelo Reclame Aqui] de Ouvidoria serve para alguma coisa. Sou cliente Claro há mais de 12 anos e migrei da Vivo justamente por mau atendimento e vou fazer o mesmo agora com essa [Editado pelo Reclame Aqui] da Claro.Tenho 4 linhas no Combo,  gasto mais de 8 mil reais por ano para ter esse lixo de serviço. Então essa mensagem vai direto para o CEO se é que existe.Minhas linhas ( todas ) ficaram sem Internet. Só porque tivemos o problema meu filho vez um contato e foi informado que havia problema na rede e era para aguardar.  Depois ele ligou de novo e de novo e de novo até conseguir falar e saber que sem nenhum aviso prévio haviam desmembrado a conta do mês de Agosto. Aí cobraram um adicional de mais de 200 reais que contestamos e para manter o serviço fui obrigado a pagar e até agora nada de ressarcimento.  Nunca soubemos e nunca fomos informados desse desmembramento porque pago o valor do combo contratual e é impossível que a Claro pudesse ter feito essa asneira sem me informar. Nessa última ligação a atendente confirmou para meu filho que nos seríamos restituídos porque houve um erro de cobrança.  Esperamos quase 1 mês para nada. Logo depois eu mesmo abri outro protocolo e fui informado que havia outra pendência de mais de 340 reais e que era para eu ir pessoalmente na Claro pedir o estorno quando então fiquei sabendo que eles haviam cortado a Internet por causa agora desses outros mais de 340 reais que supostamente estavam pendentes. Então pedi o cancelamento e o atendente da Loja ( que não sabia nenhum procedimento básico) informou que ele não poderia fazer nada e que era para eu pagar outros mais de 340 reais para regularizar.  Chamei o supervisor ( outro incompetente ) que não mexeu nenhum dedindo sequer para ajudar . Então solicitei falar com o Gerente , esperei quase 1 hora , reclamei , foi quando o supervisor me disse que a Gerente simplesmente não viria falar comigo ( o maior descaso e vergonha que passei ). Eu vou até o fim da minha vida nesse processo. Vou atingir o CEO da Claro , vou para as redes sociais,  vou fazer a maior propaganda do mundo contra essa [Editado pelo Reclame Aqui] de empresa e serviço que não prestam.  Quero o meu dinheiro de volta  , e se não pagarem com juros e correção vou processar.  Quero também providências a respeito da conduta dos funcionários e principalmente do supervisor e dessa Gerente que não servem pra nada ( nem para levantar a banda da cadeira e atender os clientes ). Os nomes são Glauber ( Assistente de relacionamento ) e Caroline Picoline ( Gerente ). Ambos da loja de atendimento da Claro do Shopping São Caetano do Sul.E não adianta responder dizendo que não havia pago porque eu sei como funciona essa estratégia da Claro de transferir o Ônus da Prova para se livrar do cliente . E não adianta tbm dizer que o problema foi o processamento do pagamento pelo banco,  e não adianta pedir que eu envie o comprovante de pagamento porque tudo está gravado no sistema da Claro inclusive as conversas por telefone e lá está a afirmativa da atendente dizendo que foi um erro interno da Claro e que era para desconsiderar a diferença a ser paga pelo erro do desmembramento ( proibido por Lei ) pois já consultei um advogado. Finalmente perderão 4 clientes e 4 contas pois vou solicitar cancelamento de contrato e ainda vou nas redes sociais informar tudo o que aconteceu . Por causa de 600 e poucos reais e toda essa incompetência a Claro perderá nao somente centenas mas milhares de clientes se depender de mim e perderão milhões de reais em faturamento e manutenção de contratos com atuais clientes que sairão da Claro , podem ter certeza disso ."
Falta de Respeito total,/claro/falta-de-respeito-total_T6wPQwHzKZ6l2A4l/,Cobrança indevida,"Tenho claro combo há muitos anos, e uma safadeza só, aumenta-o o valor sem qualquer aviso, embutem coisa que você não pede etc.!!! Bem pago no combo, internet e dois números de celulares pôs, costumava vir 252$, porem mês passado veio 322$ liguei com muito custo, e disseram que solicitei algo para TV que nunca nem Vi !!! Indaguei se ele conseguia ver se eu assiste somente uma vez aquilo?? Não soube responder, e solicitei o cancelamento, porem paguei o valor, pois não havia como aguardar, para minha surpresa, agora més de outubro, cancelaram meu celular e outra linha que tenho!!! Com a conta paga, no valor superior!!! PARABÉNS A IMCOMPETENCIA DA CLARO"
PAGAMENTO EFETUADO Ñ FOI DADO BAIXA ESTÃO CANCELANDO OS SERVIÇOS,/claro/pagamento-efetuado-foi-dado-baixa-estao-cancelando-os-servicos_w-llyQFx92SOT2O1/,Cobrança indevida,"Tenho um pacote premium com a Claro, gasto uma fortuna por mês (cerca de 800 reais), sou cliente há anos, nunca fiquei em débito, efetuei o pagamento da fatura do dia 10 de setembro (q vencia num domingo), na segunda dia 11. Não foi dado baixa, consta como aberta, ñ consigo fazer ligações, pois cancelaram meu telefone e estão reduzindo minha internet, possuo o comprovante e não consigo falar com ninguém da Claro. Se não bastasse isso, faz + de 1 ano q tenho q usar dois chips no meu celular, pq o chip principal ñ funciona com a rede de dados, fui na loja da claro, troquei o celuar (com eles) q achei q era defeito no celular e nada resolveu. por fim, cansei e coloquei 2 chips, mas essa questão da cobrança reacendeu a minha raiva com a Claro. Vou sair dessa [Editado pelo Reclame Aqui] de operadora q não preza seus clientes."
Cobrança indevida,/claro/cobranca-indevida_k2HfMQoe0n-t6Yhd/,Cobrança indevida,"No dia 02/09/2023 abrir outra solicitação de cancelamento de um número que está no meu plano,apesar de o próprio atendente informar que já tinha uma solicitação em aberto para esse fim mas a empresa insiste em não atender minha solicitação cobrando por algo que não estou usando"
Plano alterado sem pedido,/claro/plano-alterado-sem-pedido_YL7NG21ljU1mKt8z/,Cobrança indevida,"Foi realizada uma alteração no meu plano pós claro no dia 13/07 sem eu ter solicitado minha fatura em agosto veio com essa alteração liguei na Claro fiz a reclamação alteraram o valor da minha fatura, em setembro tive o mesmo problema na fatura e liguei novamente reclamando que não fiz a alteração do plano e que a fatura estava incorreta fizeram a alteração na fatura alguns dias depois, agora chegou outubro estou com o mesmo problema uma fatura com o valor quase 100% mais caro que a que tinha, um plano que não solicitei e pelo terceiro mês seguido tive que perder meu tempo pra ligar na Claro para reclamar e não resolveram meu problema e disseram que a fatura está correta e que esse é o plano contratado e que não vai ser feita a alteração do valor e de plano."
Cobrança de juros por conta não emitida,/claro/cobranca-de-juros-por-conta-nao-emitida_3IVaqk_PnGEs-I9o/,Cobrança indevida,"Tenho um plano da claro pós pago e desde o mes de agosto o app da claro mudou e dificultou a forma de conseguir pagar a fatura. Por este motivo fiquei com uma fatura em atraso e parcelei diluindo na minha fatura mensal. Este mês novamente não estou conseguindo gerar a fatura e ligo no serviço 1052 a ligação cai o app  está apresentando falha e na gravação  da ligação para o serviço da claro é informado que nao está sendo possível encaminhar o boleto/código de barras por SMS, whatsapp e e-mail. Quero pagar minha fatura antes que comece a gerar juro e mudar para a débito automático conforme anúncio do link da claro, com desconto de 10%. Também não é certo eu pagar a multa da fatura de agosto que atrasei por conta da falha do app da claro. Agora percebi que  a Claro está dificultando a forma de pagamento para cobrar juros de faturas vencidas por conta de falhas no app e no contato 1052."
Cobrança indevida,/claro/cobranca-indevida_WcbMrq4NkvggZLTI/,Cobrança indevida,"Fiz o plano claro flex para meu filho e não funciona direito,ele não consegui ter crédito,não consegue renovar o plano ,foi feito hoje 2 cobranças da claro flex no meu cartão de crédito referente ao plano dele ( 2×) e ainda assim ele não possui credito diz que o cartão não foi liberado pra pagamento, não conseguimos cadastrar outro cartão e hoje foi feita a cobrança 2× mas nada de crédito no celular"
Cobrança indevida,/claro/cobranca-indevida_4E_9T3Q7dsxqYnPD/,Cobrança indevida,"Coloquei crédito em meu número no valor de R$20 no dia 06/10/2023 as 13:15 e as 14:49 foi debitado R$17,80 do meu saldo com a descrição de ""PREZAO R$19,99 3G POR MÊS""; eu não solicitei isso, eu não fui informada sobre isso, pois a pouco tempo fiz o cancelamento da minha portabilidade mensal. Tento entrar em contato com a operadora e eles me mandam aguardar um momento e a ligação é encerrada sem motivo algum, a ligação é passada de atendente em atendente. Peço que devolvam o valor recarregado de R$20."
Desativaram a minha mesmo havendo pago a minha fatura,/claro/desativaram-a-minha-mesmo-havendo-pago-a-minha-fatura_loSfVJXZ8MG4Th60/,Cobrança indevida,"Prezada Claro,Escrevo esta carta para expressar minha extrema insatisfação com os serviços prestados pela Claro em relação à minha linha telefônica e internet. Na última semana, fui surpreendido com a interrupção dos serviços, alegadamente devido a débitos pendentes, apesar de ter pago a fatura em questão previamente.No dia em que notei a interrupção dos serviços, entrei em contato imediatamente com a Claro para resolver o problema. No entanto, fui informado de que não poderiam solucionar a situação porque o sistema ainda registrava o tal débito pendente. Desesperado pela necessidade de meu acesso à linha telefônica e à internet para questões de trabalho e sustento pessoal, decidi efetuar o pagamento novamente da mesma fatura, mesmo sabendo que já a havia quitado. Acreditava que isso resolveria o problema.No entanto, seis dias se passaram desde a interrupção dos serviços, e ainda estou sem acesso à linha telefônica e à internet, prejudicando gravemente minha vida pessoal e profissional. Entrei em contato com a Claro diversas vezes, buscando uma solução para o problema. Falei com um gerente que, ao invés de auxiliar e resolver a situação de forma adequada, desligou o telefone na minha cara, demonstrando total desrespeito ao cliente.Gostaria de destacar que sempre fui um cliente fiel da Claro e paguei minhas faturas pontualmente. Não posso aceitar esse tratamento desrespeitoso e negligente por parte da empresa. Exijo uma solução imediata para o restabelecimento dos serviços de linha telefônica e internet, bem como um reembolso dos valores pagos indevidamente. Além disso, espero que a Claro tome medidas para garantir que situações como essa não ocorram novamente com outros clientes no futuro.Peço que esta questão seja tratada com a urgência que merece, pois minha capacidade de sustento e meu bem-estar estão sendo prejudicados devido a essa situação inaceitável.Aguardo uma resposta imediata e eficaz por parte da Claro para resolver este problema.Atenciosamente,"
"FIZ 3 RECARGAS DE 20,00 POR ERRO NO SISTEMA DA CLARO E NAO QUEREM DEVOLVER MEU DINHEIRO",/claro/fiz-3-recargas-de-20-00-por-erro-no-sistema-da-claro-e-nao-querem-devolver_lmjZVHgK-qUBY8jZ/,Cobrança indevida,"Estava no mercado e precisava chamar o Uber,solicitei a recarga e deu que não tinha sido concluída,fiz mais 2 solicitações com a mesma informação, até aparecer pra mim no aplicativo que tinha dado erro ,mas descontaram os 60,00.Quero meus 40,00 de volta.Liguei no 1052 pelo protocolo*******558 e me informaram que iriam me devolver em crédito e não em dinheiro.NAO QUERO CRÉDITO,QUERO MEU DINHEIRO,FORAM TRANSAÇÕES CONSECUTIVAS,POR ERRO DE VOCES E QUEM TEM QUE PAGAR É O CONSUMIDOR.DO CONTRARIO VOU BUSCAR MEUS DIREITOS."
Cobrança indevida,/claro/cobranca-indevida_9QzAAa-ppmBTTKG8/,Cobrança indevida,"No dia 22 de setembro de 2023 entrei em contato com a Claro para cancelar meu pacote Claro Controle. A atendente me ofereceu o valor de R$29,90 por 12 meses, pelo pacote que custava R$74,14. Aceitei a oferta. Apesar da negociação e do aceite da proposta, as duas faturas seguintes vieram com o mesmo valor de sempre, de R$74,14. Já paguei ambas.Como não posso contar com a veracidade das informações passadas por telefone pela CLARO, optei por criar essa reclamação aqui, na esperança de que faça a CLARO agir de forma honesta. O número do protocolo é:*******222"
VENDA CASADA/ CANCELAMENTO NÃO REALIZADO,/claro/venda-casada-cancelamento-nao-realizado_MZGZ5Q4y0KD9JEdk/,Cobrança indevida,"Bom dia!No dia 11 setembro fui até a Magazine Luiza do Shopping da Bahia em Salvador para comprar um celular de presente para meu filho, lá a vendedora nos informou que teríamos um bom desconto comprando o celular e aderindo ao plano pós da claro (venda casada, que é proibido segundo o código de defesa do consumidor, em seu artigo 39, inciso I), mas aceitei pois o desconto dado foi bastante interessante, e fui informada que poderia cancelar. No dia 18 dias depois da compra entrei em contato com a claro e realizei o cancelamento com o atendente (protocolo*******104) e no entanto fui surpreendida com uma nova cobrança em meu cartão na data de hoje, em contato novamente com a claro a atendente de nome Jilvanete, me informou que o plano não foi desabilitado (protocolo*******141) e me forçou a aceitar o temo como solicitado o cancelamento nesta data, me sentir extremamente [Editado pelo Reclame Aqui] e não estava contanto com essa despesa a mais dentro do mês visto que ja tenho dois outros planos em meu cartão da minha operadora de celular.  Espero retorno da Claro, e que o meu valor seja estornado, pois caso contrario estarei entrando com uma ação contra a mesma e contra a magazine luiza."
Cobrança de conta indevida.,/claro/cobranca-de-conta-indevida_6XoBcd8EyYfPpps6/,Cobrança indevida,"Há 2 meses a claro está me cobrando uma fatura que já paguei. Inclusive, mandei via e-mail pra eles o comprovante da conta pago, me responderam que estava ok, e mesmo assim, continuam me cobrando e reduzindo minha internet."
Cobranças [Editado pelo Reclame Aqui],/claro/cobrancas_eAjV6b9DrnDayWQG/,Cobrança indevida,"No mês de Agosto venceu a minha fidelização de desconto que renovo todo ano com a Claro. O valor da fatura gira em torno de R$ 370,28 por mês. No final de Agosto recebi a fatura para pagar em Setembro com o valor sem desconto, 429,05, ou seja, havia vencido a minha fidelização de 1 ano e automaticamente vem o valor cheio. Liguei na central no final de agosto e reativei o desconto do plano, fui informado pelo atendente que eu teria que pagar a conta alta sem o desconto e que no próximo mês a minha conta já viria com o desconto novamente. Paguei a fatura sem desconto. No mês seguinte recebi a fatura sem o desconto acordado com o valor de R$ 653,60, o dobro do que já estava pagando.Abri uma reclamação na Claro, eles me ligaram pra tentar resolver e me manter como cliente. Disseram que eu teria que pagar essa conta cheia sem o desconto, ou seja, o mesmo discurso do mês anterior. Eu então eu informei que já havia feito isso no mês passado. Disse que não pagaria esse valor, pois já existia um acordo e por um erro do atendente eu não assumiria esse valor. A Claro só cobra caro e não está entregando um serviço de qualidade, mesmo depois de tantos anos como cliente. Portanto eu gostaria de uma solução rápida pra esse caso, a conta irá vencer no dia 10/10.Para visualização das faturas, é necessário  digitar os 5 primeiros números do meu cpf: 28673"
Recarga duplicada,/claro/recarga-duplicada_6fSBonK1X5ecVllN/,Cobrança indevida,"o App da claro quando faz recarga com cartão de credito apresenta mensagem de erro na recarga não foi possível concluir a recarga, dai vc faz uma nova recarga e quando vai ver  foi debitado duas vezes o valor da recarga"
Pior operadora da face do planeta terra,/claro/pior-operadora-da-face-do-planeta-terra_Bv13OxyIMzmuFx3V/,Cobrança indevida,Mandam fatura e a gente paga e não dão baixa. Aí cortam o telefone você estando com a fatura paga a dias. Todo mês a mesma coisa. Aí te oferecem celular mais barato junto com o plano. Você paga o celular com cartão e a fatura no boleto. E mês após mês não dão baixa a gente com comprovante que pagou. E o pior é que não pode cancelar o plano com eles porque alegam que por ter comprado o aparelho mais barato não pode cancelar. Desorganizado total. Falta de respeito. Liga cobrando o que já está pago. Se arrependimento matasse. Ótimos para venderem só isso. Depois esquece
Adesão: planos de serviços pós - pagos da claro,/claro/adesao-planos-de-servicos-pos-pagos-da-claro_fNM7CugHrK1-LCQa/,Cobrança indevida,"No dia 04 de setembro de 2023 fui até a uma loja da claro no seguinte endereço  Rua: Ribeiro de Almeida, 146 - loja 206 - Eldorado, Maricá - RJ. Ocorre que, eu queria apenas fazer um novo chip da claro com o mesmo número ( o chip antigo se perdeu juntamente com o celular), a atendente me deu a opção de fazer um novo chip,PORÉM, para ter este novo, teria que fazer um plano pós - pago. E o mais em conta que escolhi foi o de R$ 70, 00 e paguei o  valor do chip de R$ 20,00.Aproveitei fiz um combo com dois chips claro ( em anexo) no valor total seria R$ 159,90.Pois bem, no dia 21/09 recebi a fatura por email no valor de R$ 216,88, liguei para empresa para solicitar a redução, pois não acordei este valor ( protocolo em anexo) e até o momento não obtive o retorno. Aliás, alegaram que este valor é decorrendo aplicativos da claro que foram baixados no celular, e isso não procede. Pois o valor exurbitante se refere ao no chip novo que paguei, o outro numero não está com nenhum valor a mais.Além disso, no dia 05/10 recebi uma mensagem (em anexo), dizendo que possuio uma fatura aberta que venceu no dia 04/10 e que com descontp ficará R$ 184,38.Portanto o valor não procede pois o valor que foi acordado em documnetado foi R$ 159,90 com vencimento dia 08/10/2023.aguardo o retorno e a resolução"
"NÃO CHEGOU O CHIP, E CHEGOU A FATURA",/claro/nao-chegou-o-chip-e-chegou-a-fatura_bniVaj5Z35Xgefcl/,Cobrança indevida,"Fiz a solicitação de um chip, porém, o chip não chegou e chegou a fatura. É um absurdo isso, porque ao fazer a solicitação é informado que se for aprovado o chip será enviado. Como chega uma fatura se a pessoa não recebeu o chip, e não ativou? Eles não tem controle sobre isso? Se foi aprovado porque não chega o rastreio no e-mail para acompanhar? Olha, Deus me livre viu."
Reajuste Fatura,/claro/reajuste-fatura_lhqYVIP854gJtdy-/,Cobrança indevida,"Bom dia! Entrei em contato com a empresa claro no atendimento ao cliente no dia 23/08 as 19:50 número de protocolo*******413, informando que queria cancelar o meu plano móvel caso o plano fosse reajustado. O atendente informou que não haveria reajuste pelo período de um ano, então permaneci com o plano. Quando verifiquei minha fatura com vencimento em 08/10 o plano móvel foi reajustado então entrei em contato novamente no dia 21/09, solicitando a gravação da ligação do dia 23/08/23, e eles informaram que em 10 dias madariam no meu e-mail. Como não recebi a gravação entrei em contato novamente dia 06/10/23, e eles informaram que a minha solicitação tinha sido cancelada, pois o número do protocolo estava incorreto, sendo que o mesmo foi enviado por eles por Sms onde tenho salvo até hoje e com o mesmo entrei em contato na ouvidoria e eles localizaram meus dados. Cancelei o plano e a atendente sequer perguntou o motivo do meu cancelamento"
Cobrança invida,/claro/cobranca-invida_jpCGH01kb_clbgaA/,Cobrança indevida,"Desde o mês de agosto/2023 não tenho mais número de celular com vocês, e mesmo assim foi cobrado PASSAPORTE EUROPA E EUA, os quais não foram utilizados e nem deveriam ter sidos cobrados!Entrei em contato no 1052 e não me reconhecem como cliente (obviamente) e as vezes reconhece mandando um link por SMS.Entrei em contato via chat no aplicativo da Claro e me passaram *468 que seria a área que cuida do roaming internacional mas não completa ligação"
Débito indevido,/claro/debito-indevido_CRZy5my2YFxlREx_/,Cobrança indevida,"Operadora renova pacote diário de dados mesmo havendo saldo para renovar pacote mensal, o que deixa o cliente sem saldo para renovação do pacote mensal.Além disso essa renovação automática de pacote diário já havia sido cancelada há tempos por já ter tido esse mesmo problema anteriormente."
